	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
SMURF1	76.6953809	-0.119622917	0.308213838	-0.388116634	0.697929723	0.999652389
SMURF2	87.60632163	-0.751543253	0.491959796	-1.527651768	0.126599021	0.999652389
SMYD1	0.102093333	0.641019459	3.819700862	0.167819283	0.866725452	0.999652389
SMYD2	11.77223749	-0.621899846	0.925024632	-0.672306256	0.501388748	0.999652389
SMYD3	13.89793167	-0.507818122	0.954082187	-0.532258257	0.594547139	0.999652389
SMYD4	34.78909613	-0.094470834	0.330304306	-0.286011513	0.774869304	0.999652389
SMYD5	27.13609744	-0.218103155	0.467325832	-0.466704684	0.640711178	0.999652389
SNAI1	7.516910896	-0.609215572	0.784914918	-0.776154916	0.437657522	0.999652389
SNAI2	64.16726932	-0.367979531	0.552404896	-0.666140966	0.505321002	0.999652389
SNAI3	4.706966909	-0.136301548	0.998999151	-0.136438102	0.891474954	0.999652389
SNAP23	34.65915752	0.52719699	0.451095062	1.168704859	0.242522563	0.999652389
SNAP25	1.725064521	0.929613295	2.137350165	0.434937293	0.663607944	0.999652389
SNAP29	51.54736618	0.135402506	0.308569657	0.438806938	0.660801433	0.999652389
SNAP47	18.49681227	0.063764355	0.535732507	0.119022748	0.905257333	0.999652389
SNAP91	0.463553794	2.326800651	3.793457141	0.613372068	0.539630351	0.999652389
SNAPC1	32.92231508	-0.062155897	0.586849924	-0.105914467	0.915650216	0.999652389
SNAPC2	23.72235142	0.681534793	0.450076189	1.514265383	0.129958545	0.999652389
SNAPC3	40.83755468	-0.131660154	0.409556802	-0.321469825	0.747854376	0.999652389
SNAPC4	40.21762099	-0.362961155	0.373560915	-0.971625084	0.331237099	0.999652389
SNAPC5	8.466598934	0.060935655	0.722209356	0.084373948	0.93275912	0.999652389
SNAPIN	9.234340478	0.126632689	1.121696324	0.112893914	0.910114661	0.999652389
SNCAIP	2.00659344	3.429121477	2.01437702	1.702323568	0.088694729	0.999652389
SNCB	0.208236247	0.706294804	3.819459229	0.184920106	0.853291701	0.999652389
SNCG	1.87309407	-1.912291252	1.376112379	-1.389633058	0.164640332	0.999652389
SND1	298.0326007	0.029593119	0.289203421	0.102326309	0.918497673	0.999652389
SNED1	206.2765167	-1.093219428	0.8831443	-1.237871804	0.215763599	0.999652389
SNF8	27.34929778	-0.469103489	0.680000835	-0.689857224	0.490283978	0.999652389
SNHG32	75.34527232	-0.30371588	0.430644966	-0.705258169	0.480649587	0.999652389
SNIP1	16.91264666	-0.690527868	0.530207125	-1.302373799	0.192788635	0.999652389
SNN	18.93025617	1.343274254	0.597723598	2.24731675	0.024619791	0.999652389
SNORC	0.572290045	-0.113754189	2.79987293	-0.04062834	0.967592191	0.999652389
SNPH	29.82139627	0.22998172	0.494399041	0.465174283	0.641806654	0.999652389
SNRK	23.62654373	0.234268661	0.474508102	0.493708453	0.621512094	0.999652389
SNRNP200	247.0950032	0.07907349	0.284532988	0.277906232	0.78108434	0.999652389
SNRNP27	5.671899626	0.455744228	1.099914798	0.414345028	0.678621442	0.999652389
SNRNP35	19.66911808	0.120708187	0.368739703	0.327353375	0.743400626	0.999652389
SNRNP40	32.16643138	0.953056365	0.640028716	1.489083756	0.136465315	0.999652389
SNRNP48	17.52282963	0.099064202	0.504487424	0.196366048	0.844323669	0.999652389
SNRNP70	80.54070003	0.058906534	0.590405323	0.099773041	0.920524511	0.999652389
SNRPA	23.05062824	-0.223334243	0.578649467	-0.385957745	0.699527964	0.999652389
SNRPA1	9.454749973	-0.063061986	1.042861669	-0.060470135	0.951781201	0.999652389
SNRPB	92.02240386	0.427666608	0.545301617	0.784275335	0.432878569	0.999652389
SNRPB2	16.88002807	1.230899503	0.545223214	2.257606556	0.0239702	0.999652389
SNRPC	36.34491375	0.052248828	0.531808551	0.098247438	0.921735814	0.999652389
SNRPD1	59.45049694	-0.169339203	0.391490056	-0.432550459	0.665341387	0.999652389
SNRPD2	61.57668399	0.739183988	0.628271816	1.176535329	0.239381023	0.999652389
SNRPD3	54.82013848	-0.486746651	0.328808323	-1.480335553	0.13878372	0.999652389
SNRPE	2.584261153	0.364774793	1.275428448	0.286001769	0.774876766	0.999652389
SNRPF	14.70604599	0.729663968	0.764428385	0.954522336	0.339819309	0.999652389
SNRPG	17.00865509	0.503332811	0.792724188	0.63494065	0.525467124	0.999652389
SNRPN	54.31155131	0.777967493	0.385270426	2.019276436	0.043458496	0.999652389
SNTA1	45.2725033	-0.587747478	0.399800438	-1.470102136	0.141534094	0.999652389
SNTB1	40.89373692	-1.298341265	1.09678377	-1.183771406	0.236503564	0.999652389
SNTB2	135.053815	-0.12791989	0.344241658	-0.371599101	0.710191359	0.999652389
SNTG1	1.121798636	-0.699890153	1.556937041	-0.449530157	0.653049259	0.999652389
SNTN	0.992238258	-1.881503742	1.724950755	-1.090757946	0.275379406	0.999652389
SNU13	36.61614833	-0.423764133	0.613874305	-0.690310915	0.489998685	0.999652389
SNUPN	27.19687894	0.494247955	0.401779799	1.230146356	0.218642304	0.999652389
SNURF	1.96430054	-1.253848445	1.593279479	-0.78696077	0.431304832	0.999652389
SNW1	31.35588814	0.319599852	0.722254395	0.442503159	0.658125145	0.999652389
SNX1	103.523236	-0.089601724	0.391884167	-0.228643389	0.819146098	0.999652389
SNX10	1.136314112	0.557355742	2.528349096	0.220442558	0.825526504	0.999652389
SNX11	13.68946584	-0.002482725	0.656613511	-0.003781106	0.996983121	0.999652389
SNX12	63.44173421	0.112854643	0.409093176	0.275865376	0.782651468	0.999652389
SNX13	12.46077997	-0.227940957	0.895124489	-0.254647213	0.79899559	0.999652389
SNX14	26.48180964	0.688244251	0.488499335	1.40889496	0.15886623	0.999652389
SNX15	21.1362211	-0.591048293	0.684866306	-0.863012661	0.388130506	0.999652389
SNX16	8.143997351	1.561649598	0.722994767	2.159973584	0.030774715	0.999652389
SNX17	38.73740045	-0.013435682	0.600389382	-0.022378281	0.982146205	0.999652389
SNX18	100.2178329	-0.130178846	0.394097169	-0.330321697	0.7411569	0.999652389
SNX19	106.025943	-0.138360671	0.489217045	-0.282820627	0.777314342	0.999652389
SNX2	31.97123486	-0.505621825	0.527222615	-0.959029092	0.33754409	0.999652389
SNX20	1.342868054	-1.493838973	1.682210432	-0.888021465	0.374529205	0.999652389
SNX21	19.02967943	-0.407799781	0.999601384	-0.407962401	0.683301279	0.999652389
SNX24	6.918472711	-0.213408792	0.784583132	-0.272002779	0.785619883	0.999652389
SNX25	50.66935126	-0.218951662	0.609914135	-0.358987683	0.719604304	0.999652389
SNX27	93.2539359	-0.452485361	0.32340792	-1.399116511	0.161778047	0.999652389
SNX29	89.14113787	-0.334660234	0.438981706	-0.762355764	0.4458477	0.999652389
SNX3	88.13009327	0.692701714	0.434420009	1.594543758	0.110814298	0.999652389
SNX30	53.35535448	-0.280919045	0.32110061	-0.874863007	0.38164845	0.999652389
SNX31	0.136829357	-0.174362021	3.819669167	-0.045648462	0.963590443	0.999652389
SNX32	1.045137673	-0.316370028	1.891991347	-0.167215367	0.867200593	0.999652389
SNX33	216.377773	-0.296155882	0.61015022	-0.485381915	0.627405459	0.999652389
SNX4	2.474577349	0.248557168	1.78704889	0.139088063	0.889380561	0.999652389
SNX5	23.1008812	0.021219909	0.772740088	0.027460603	0.978092362	0.999652389
SNX6	49.73250483	-0.004984543	0.586160108	-0.008503722	0.993215093	0.999652389
SNX7	16.7031401	1.994189031	0.932221891	2.139178506	0.032421214	0.999652389
SNX8	82.4517781	-0.318414938	0.401575594	-0.792914068	0.42782789	0.999652389
SNX9	312.3382743	0.437324236	0.50666575	0.863141501	0.388059672	0.999652389
SOAT1	84.8763455	0.173323669	0.361404664	0.479583377	0.631523669	0.999652389
SOAT2	0.134976584	0.673081158	3.814650458	0.176446352	0.859943292	0.999652389
SOBP	38.21017513	-1.025430113	0.706049689	-1.452348368	0.146404765	0.999652389
SOCS1	2.23089076	0.550970791	1.362619895	0.404346651	0.685957825	0.999652389
SOCS2	16.80949376	0.039939353	0.764009492	0.052275991	0.958308784	0.999652389
SOCS3	99.89454583	-0.326048416	0.471485782	-0.691533931	0.489230065	0.999652389
SOCS4	30.42751788	0.182402941	0.391638694	0.4657429	0.641399541	0.999652389
SOCS5	109.8046226	0.304705719	0.436521585	0.698031275	0.485157636	0.999652389
SOCS6	26.74879715	0.389962429	0.354982861	1.098538752	0.271969306	0.999652389
SOCS7	47.66222396	-0.4771198	0.344438712	-1.385209572	0.165988395	0.999652389
SOD1	64.55336012	0.589792645	0.406141653	1.452184578	0.14645029	0.999652389
SOD2	753.9725677	-0.410527833	0.318472311	-1.289053457	0.197379503	0.999652389
SOD3	93.98532287	-1.521535166	0.885620976	-1.71804328	0.085788721	0.999652389
SOGA1	416.4925624	-0.274854626	0.32724765	-0.839897936	0.400965615	0.999652389
SOGA3	5.609779123	0.278897973	1.209967598	0.230500365	0.81770298	0.999652389
SOHLH2	1.078458226	1.346125408	1.865012924	0.721778059	0.470430941	0.999652389
SON	438.8723199	0.156392762	0.26049331	0.60037151	0.548258671	0.999652389
SORBS1	6.978518487	0.648676949	1.134249187	0.571899858	0.56738982	0.999652389
SORBS2	24.76035809	0.165061401	0.755737394	0.218411054	0.827108854	0.999652389
SORBS3	166.7979065	0.040741173	0.47981839	0.08490957	0.932333283	0.999652389
SORCS1	1.486777723	1.65158738	1.696375466	0.973597776	0.330256291	0.999652389
SORCS2	77.10459751	-0.209946047	0.831462977	-0.252501978	0.800653085	0.999652389
SORCS3	0.04327623	0.31934238	3.819700862	0.083604029	0.933371264	0.999652389
SORD	13.92845969	0.726834896	0.880894049	0.825110462	0.409308881	0.999652389
SORL1	10.25814842	-1.190878437	1.593873386	-0.747159998	0.454966987	0.999652389
SORT1	124.9305097	0.029748831	0.664624238	0.044760376	0.964298309	0.999652389
SOS1	65.42815732	-0.300678215	0.343223145	-0.876042946	0.381006687	0.999652389
SOS2	41.54212598	0.233504722	0.381864583	0.611485673	0.5408781	0.999652389
SOST	0.132479689	-0.774118351	3.815633881	-0.202880668	0.839228305	0.999652389
SOWAHA	0.394328631	-0.637522175	3.586961487	-0.177733209	0.858932504	0.999652389
SOWAHB	0.187689041	0.484428886	3.814718783	0.12698941	0.898948781	0.999652389
SOWAHC	19.29149519	-1.161752789	0.593072181	-1.958872506	0.05012772	0.999652389
SOX10	0.80067513	0.022657054	1.817359641	0.012467017	0.990053017	0.999652389
SOX12	54.63542393	0.057988751	0.653429445	0.088745237	0.92928438	0.999652389
SOX13	11.58083272	-0.847794584	0.689862872	-1.228932037	0.219097288	0.999652389
SOX15	1.816388325	2.207289258	1.643137532	1.343338104	0.179162519	0.999652389
SOX18	0.471988978	-1.369147141	3.7823386	-0.361984287	0.717363773	0.999652389
SOX2	0.726351724	-3.455944102	3.734793115	-0.925337494	0.354790381	0.999652389
SOX21	0.137599126	0.982879043	3.818605972	0.257392109	0.796876094	0.999652389
SOX4	89.58879162	0.218648838	0.795906	0.274716911	0.783533737	0.999652389
SOX5	2.214742036	-0.679192465	1.482495181	-0.458141432	0.646850834	0.999652389
SOX6	7.086385676	2.717164422	1.662563158	1.634322527	0.102191146	0.999652389
SOX7	2.197412431	-1.786277246	1.469524814	-1.215547522	0.224157335	0.999652389
SOX8	2.624282083	-1.55964625	1.879796474	-0.82968889	0.406714704	0.999652389
SOX9	22.41635894	0.274183465	0.819215622	0.33469023	0.737858772	0.999652389
SP1	152.2116939	-0.084189604	0.228513636	-0.368422669	0.712558097	0.999652389
SP100	85.59881321	-0.236889652	0.519998632	-0.455558222	0.648707692	0.999652389
SP110	11.93499629	0.236460228	0.894599779	0.264319569	0.791533683	0.999652389
SP140	0.214290236	-0.007530467	3.815980419	-0.001973403	0.998425453	0.999652389
SP140L	19.58941875	-0.46051395	0.515410642	-0.893489409	0.371595141	0.999652389
SP2	25.9118457	-0.552749345	0.317522237	-1.740820893	0.081714979	0.999652389
SP3	89.87176286	-0.194690517	0.272804348	-0.713663541	0.475435256	0.999652389
SP4	10.03275108	0.265470085	0.941139532	0.282073036	0.777887508	0.999652389
SP5	0.441590869	1.654521976	3.800488065	0.435344605	0.663312313	0.999652389
SP6	2.239027306	1.224772627	2.711147927	0.451754261	0.651446024	0.999652389
SP8	0.6311009	2.747116376	3.78740581	0.725329292	0.46825004	0.999652389
SP9	0.08655246	0.641019459	3.819700862	0.167819283	0.866725452	0.999652389
SPA17	5.21186953	0.379896774	0.815764082	0.465694412	0.641434253	0.999652389
SPACA3	0.076435487	-0.587200864	3.819700862	-0.153729542	0.87782299	0.999652389
SPACA4	0.095333982	0.514851728	3.818630971	0.134826259	0.892749244	0.999652389
SPACA5	0.091247499	-0.235532291	3.819267834	-0.061669488	0.950826039	0.999652389
SPACA7	0.894826969	-0.966692987	2.049098359	-0.471765049	0.637094501	0.999652389
SPACA9	9.768763853	-0.55183156	0.642069416	-0.859457788	0.390087999	0.999652389
SPAG1	4.714230149	0.840091201	1.00758143	0.833770031	0.404410586	0.999652389
SPAG16	4.767604345	-0.373708104	0.964359948	-0.387519313	0.69837179	0.999652389
SPAG17	0.541215623	0.046927122	3.054221119	0.015364677	0.987741243	0.999652389
SPAG4	1.090796028	0.325623598	2.146733636	0.15168328	0.879436746	0.999652389
SPAG5	38.00045981	0.997879075	0.996625039	1.001258283	0.316701956	0.999652389
SPAG6	0.08655246	0.641019459	3.819700862	0.167819283	0.866725452	0.999652389
SPAG7	25.7231336	-0.329069637	0.476811777	-0.690145784	0.490102514	0.999652389
SPAG8	0.107607555	0.289922635	3.819699192	0.075901955	0.939497102	0.999652389
SPAG9	297.2617376	-0.258716032	0.271515322	-0.952859788	0.340661117	0.999652389
SPAM1	0.048088577	0.31934238	3.819700862	0.083604029	0.933371264	0.999652389
SPANXA1	0.938652693	1.11681809	3.157561043	0.353696437	0.723566393	0.999652389
SPANXA2	0.196061361	0.578356606	3.816588426	0.151537588	0.879551662	0.999652389
SPANXC	0.470386658	1.170704729	3.814528333	0.306906812	0.758914304	0.999652389
SPANXD	1.558053592	0.536285493	3.237548991	0.165645522	0.868435921	0.999652389
SPANXN1	0.227038646	0.171817551	3.816702566	0.045017276	0.964093539	0.999652389
SPANXN5	0.081135566	-0.579151436	3.81899374	-0.151650271	0.879462781	0.999652389
SPARC	953.1435938	0.400135293	0.693777779	0.576748499	0.564109365	0.999652389
SPARCL1	0.269815853	-1.144760518	3.813712306	-0.300169605	0.764047788	0.999652389
SPART	48.78654642	0.451820934	0.579211081	0.780062654	0.435353997	0.999652389
SPAST	14.18102601	-0.391937979	0.608777346	-0.643811701	0.519697545	0.999652389
SPATA1	0.490493484	0.057065634	3.508939741	0.016262928	0.987024633	0.999652389
SPATA12	2.077607714	-1.451055218	1.443009687	-1.005575521	0.314619804	0.999652389
SPATA13	38.9320677	-0.07106365	0.784046531	-0.090637031	0.927781006	0.999652389
SPATA17	5.59397064	-0.034223168	0.810207757	-0.04223999	0.966307383	0.999652389
SPATA18	15.20061887	0.656392782	1.137595385	0.577000215	0.56393931	0.999652389
SPATA2	20.37026058	-0.366346098	0.52483764	-0.698017958	0.485165963	0.999652389
SPATA20	61.92366134	0.077806662	0.577854931	0.134647396	0.892890666	0.999652389
SPATA21	2.283576261	0.238713046	1.804192544	0.132310183	0.894738953	0.999652389
SPATA24	2.599474502	-0.211952016	1.116261882	-0.189876605	0.849405826	0.999652389
SPATA25	1.193695405	0.513354859	1.428870764	0.359273121	0.71939078	0.999652389
SPATA2L	7.139768417	-1.013990517	0.830487442	-1.220958278	0.222101817	0.999652389
SPATA3	0.89981264	1.385310053	2.632448564	0.52624392	0.598718742	0.999652389
SPATA31A1	0.068102691	0.315901844	3.81956654	0.082706203	0.934085153	0.999652389
SPATA31A3	0.068102691	0.315901844	3.81956654	0.082706203	0.934085153	0.999652389
SPATA31A5	0.068102691	0.315901844	3.81956654	0.082706203	0.934085153	0.999652389
SPATA31A6	0.082542038	0.47537293	3.818807156	0.124482047	0.900933615	0.999652389
SPATA31A7	0.068102691	0.315901844	3.81956654	0.082706203	0.934085153	0.999652389
SPATA31E1	0.040567783	-0.314262727	3.819700862	-0.082274172	0.934428692	0.999652389
SPATA32	0.041952918	0.31934238	3.819700862	0.083604029	0.933371264	0.999652389
SPATA33	10.66815569	-0.533439387	0.621154038	-0.858787603	0.390457709	0.999652389
SPATA4	0.215796198	-1.923036005	3.800672856	-0.505972515	0.612875944	0.999652389
SPATA45	0.088943501	-0.80164901	3.819700862	-0.209872196	0.833767423	0.999652389
SPATA46	0.813347241	1.136091888	3.242263654	0.350400834	0.726037901	0.999652389
SPATA5	29.62085915	-0.099817087	0.537038101	-0.185865931	0.852549899	0.999652389
SPATA5L1	5.945058036	-0.355370561	0.822491981	-0.432065685	0.665693674	0.999652389
SPATA6	5.219444738	-0.618635433	0.914302513	-0.676620073	0.49864704	0.999652389
SPATA6L	0.494224449	-0.541599018	3.788115426	-0.142973209	0.88631134	0.999652389
SPATC1	0.616086244	-2.555926773	3.732912779	-0.684700373	0.493533014	0.999652389
SPATC1L	10.8846269	-0.299752551	0.810033621	-0.370049518	0.711345595	0.999652389
SPATS1	0.023833495	0.153630753	3.819700862	0.040220624	0.967917235	0.999652389
SPATS2	44.53139131	-0.147276395	0.434722379	-0.338782639	0.734773481	0.999652389
SPATS2L	78.82824354	-0.161080912	0.419680315	-0.383818126	0.701113253	0.999652389
SPC24	39.73523628	-0.130564842	0.504405775	-0.258848825	0.795751884	0.999652389
SPC25	5.309847625	0.104010143	0.938912277	0.110777274	0.911792967	0.999652389
SPCS1	38.13586896	0.641995753	0.413762405	1.551604847	0.120756803	0.999652389
SPCS2	35.94415391	0.538481998	0.340683868	1.580591417	0.11397149	0.999652389
SPCS3	106.8540848	0.937591466	0.479035747	1.957247391	0.050318389	0.999652389
SPDEF	0.081999442	-0.967360637	3.819700862	-0.253255601	0.800070703	0.999652389
SPDL1	17.38714588	0.33877492	0.575223067	0.588945297	0.55589797	0.999652389
SPDYC	0.096177155	0.641019459	3.819700862	0.167819283	0.866725452	0.999652389
SPDYE1	16.21985883	-0.59521689	0.705078188	-0.844185653	0.39856567	0.999652389
SPDYE16	49.07711635	-0.393130062	0.435490298	-0.902729781	0.366669327	0.999652389
SPDYE17	3.315399034	0.234087786	0.885977638	0.264214102	0.791614945	0.999652389
SPDYE2	25.46544385	-1.142346252	0.596595962	-1.91477369	0.055521371	0.999652389
SPDYE21P	1.686728495	-1.199507761	1.520238627	-0.789025972	0.430096827	0.999652389
SPDYE3	1.93924632	0.263891352	1.744041045	0.151310288	0.879730954	0.999652389
SPDYE5	18.92484101	-0.111928294	0.592479773	-0.188914962	0.850159467	0.999652389
SPDYE6	18.92470689	-1.961677973	1.310531347	-1.496856964	0.13443048	0.999652389
SPDYE8P	3.315399034	0.234087786	0.885977638	0.264214102	0.791614945	0.999652389
SPDYE9P	3.315399034	0.234087786	0.885977638	0.264214102	0.791614945	0.999652389
SPECC1	67.50123042	-0.978029156	0.527869117	-1.852787224	0.063912862	0.999652389
SPECC1L	149.8547241	-0.247873978	0.311323891	-0.796193241	0.425919726	0.999652389
SPEF1	0.165041402	-0.006400821	3.819192077	-0.001675962	0.998662776	0.999652389
SPEF2	1.478681347	-2.063849881	1.529114058	-1.349703033	0.177111259	0.999652389
SPEG	17.80917571	-0.742097747	0.810812804	-0.915251638	0.360059542	0.999652389
SPEGNB	0.368114691	-2.128828193	3.104005955	-0.685832509	0.492818733	0.999652389
SPEM3	0.185019809	0.541534994	3.816951117	0.141876324	0.887177696	0.999652389
SPEN	251.3607369	-0.284371815	0.334450241	-0.850266439	0.395176971	0.999652389
SPERT	0.151359097	0.166979337	3.818304652	0.043731277	0.965118608	0.999652389
SPESP1	1.01499883	0.752636902	2.052318	0.366725284	0.713823945	0.999652389
SPG11	66.75421125	-0.117391202	0.491321343	-0.23892958	0.811160188	0.999652389
SPG21	64.29703771	0.223594022	0.357489292	0.625456557	0.531671452	0.999652389
SPG7	21.43110532	0.331115096	0.616072898	0.537460904	0.590949284	0.999652389
SPHK1	49.10576729	-0.569976756	0.596067984	-0.956227765	0.338957175	0.999652389
SPHK2	18.6978753	-0.687310041	0.6814931	-1.008535584	0.313197414	0.999652389
SPI1	0.150844538	0.679995158	3.817273831	0.178136332	0.85861591	0.999652389
SPIB	5.194181116	-0.789703659	0.81776764	-0.965682206	0.334203226	0.999652389
SPICE1	12.58095003	-0.035951371	0.62174422	-0.05782341	0.953889291	0.999652389
SPIDR	19.2001011	0.137099781	0.65809804	0.20832729	0.834973425	0.999652389
SPIN1	69.5301155	-0.128615087	0.359812665	-0.357450138	0.720754848	0.999652389
SPIN2A	2.888728029	-0.148829803	1.085624211	-0.137091456	0.890958506	0.999652389
SPIN2B	4.019041602	-0.046268499	0.972835692	-0.047560446	0.962066556	0.999652389
SPIN3	11.26784662	-0.119401056	0.763369592	-0.156413168	0.875707358	0.999652389
SPIN4	7.03582547	-1.094837919	0.721042104	-1.518410523	0.128910941	0.999652389
SPINDOC	36.7007833	-0.073028113	0.489478378	-0.14919579	0.881399142	0.999652389
SPINK1	1.671360135	0.820045376	2.212959231	0.370565063	0.710961508	0.999652389
SPINK13	0.179634038	-0.664162178	3.815731962	-0.174058918	0.861819159	0.999652389
SPINK5	0.302933609	1.675467431	3.803134892	0.440549041	0.659539501	0.999652389
SPINK6	0.082542038	0.47537293	3.818807156	0.124482047	0.900933615	0.999652389
SPINK7	0.040567783	-0.314262727	3.819700862	-0.082274172	0.934428692	0.999652389
SPINK9	5.569920448	-0.692440778	0.844012691	-0.820415126	0.411979496	0.999652389
SPINT1	2.201258209	3.445116333	3.315903507	1.038967607	0.298819802	0.999652389
SPINT2	4.011773105	-0.338673047	1.811110766	-0.186997424	0.851662653	0.999652389
SPIRE1	71.89543137	0.544434688	0.474483763	1.147425329	0.251205878	0.999652389
SPIRE2	13.65289197	-0.457993336	0.801135668	-0.571680121	0.567538704	0.999652389
SPNS1	44.84636287	0.104561173	0.361299852	0.289402757	0.772273185	0.999652389
SPOCD1	26.28030091	0.140587311	1.047604295	0.134198869	0.893245321	0.999652389
SPOCK1	248.231097	0.900175	0.687394628	1.309546166	0.19034941	0.999652389
SPOCK2	0.604334703	1.322147572	2.952676279	0.447779386	0.654312422	0.999652389
SPOCK3	0.107187969	0.79698491	3.819700862	0.208651132	0.834720591	0.999652389
SPON1	24.20639387	-0.163041291	0.862043074	-0.189133578	0.849988125	0.999652389
SPON2	85.17580554	1.192790171	1.078322822	1.106153136	0.268660243	0.999652389
SPOP	30.17599958	-0.054690339	0.480008101	-0.113936284	0.909288303	0.999652389
SPOPL	13.34131053	0.344728479	0.50044878	0.688838684	0.490924789	0.999652389
SPOUT1	23.94041393	-0.669262938	0.470161383	-1.423474921	0.154598527	0.999652389
SPPL2A	166.7394812	-0.041946125	0.441862453	-0.094930277	0.924370207	0.999652389
SPPL2B	42.25910819	-0.021744216	0.537301128	-0.040469328	0.96771896	0.999652389
SPPL2C	0.377576263	1.862939664	3.799916018	0.490258115	0.623951262	0.999652389
SPPL3	35.38369565	0.34763097	0.525566703	0.661440247	0.508330023	0.999652389
SPR	13.5866764	-0.201742082	0.790455253	-0.255222647	0.79855114	0.999652389
SPRED1	54.70025529	0.333085011	0.384881771	0.865421634	0.386807411	0.999652389
SPRED2	72.69682047	0.000952571	0.295424556	0.003224415	0.997427294	0.999652389
SPRN	5.51255642	0.441390372	1.284952396	0.343507178	0.731216941	0.999652389
SPRR2D	1.304487401	0.757746475	3.766786241	0.201165245	0.840569367	0.999652389
SPRTN	9.086681324	0.469116601	0.779570172	0.601763148	0.547331809	0.999652389
SPRY1	1.502744225	3.369560171	1.414259533	2.382561399	0.017192665	0.999652389
SPRY2	34.83768088	-0.043571073	0.592359006	-0.073555179	0.941364337	0.999652389
SPRY3	4.017885526	0.952128005	0.872473647	1.091297151	0.275142151	0.999652389
SPRY4	21.9188861	0.741576058	0.760107741	0.975619664	0.329252976	0.999652389
SPRYD3	63.01851589	-0.082293681	0.397521914	-0.207016717	0.835996803	0.999652389
SPRYD4	32.99643059	-0.942803262	0.418038578	-2.255302047	0.024114376	0.999652389
SPRYD7	9.56503073	-0.033157071	0.648661221	-0.051116161	0.959232958	0.999652389
SPSB1	45.34058893	0.087445613	0.532941589	0.164081045	0.869667343	0.999652389
SPSB2	12.6040836	-0.448223898	0.44724517	-1.002188347	0.316252635	0.999652389
SPSB3	17.69619064	0.814192235	0.712692243	1.142417702	0.253280437	0.999652389
SPSB4	0.180600333	0.537017862	3.81229784	0.140864614	0.887976898	0.999652389
SPTA1	0.197857558	-0.606438324	3.812559447	-0.15906331	0.873618995	0.999652389
SPTAN1	823.5070499	0.121510826	0.439127456	0.276709699	0.782003024	0.999652389
SPTB	0.815146702	0.189662594	2.856523092	0.06639631	0.947062308	0.999652389
SPTBN1	1620.780113	-0.35990391	0.385503881	-0.933593479	0.35051363	0.999652389
SPTBN2	21.84275464	-0.312177248	1.357863815	-0.229903209	0.818166983	0.999652389
SPTBN4	6.000056107	1.1168686	1.087257241	1.027234916	0.304309861	0.999652389
SPTBN5	13.45293578	-1.950807166	1.008810264	-1.93377014	0.053141396	0.999652389
SPTLC1	35.13148828	0.468434346	0.560188567	0.83620833	0.403037713	0.999652389
SPTLC2	125.048351	-0.657238861	0.333613163	-1.97006274	0.048831181	0.999652389
SPTLC3	19.51365865	1.267333726	0.839257332	1.510065718	0.131026656	0.999652389
SPTSSA	12.53573497	0.205813672	0.564300585	0.364723478	0.715317831	0.999652389
SPTY2D1	26.30969856	0.007264921	0.364315452	0.019941291	0.984090206	0.999652389
SPTY2D1OS	1.426692153	-2.058944532	1.543668485	-1.333799681	0.182269516	0.999652389
SPX	0.178586895	-0.577451814	3.819700862	-0.151177235	0.879835908	0.999652389
SQLE	88.60477019	0.252129777	0.54041758	0.466546217	0.640824574	0.999652389
SQOR	29.73938074	-0.525956486	0.568266871	-0.925544868	0.354682556	0.999652389
SQSTM1	570.5584793	0.038747532	0.492124282	0.078735257	0.937243202	0.999652389
SRA1	8.194156203	0.689214377	0.796448048	0.865360118	0.386841163	0.999652389
SRARP	3.906322776	-0.300939266	1.095378493	-0.274735416	0.78351952	0.999652389
SRBD1	12.22929154	-0.316442039	0.647921653	-0.48839553	0.625269707	0.999652389
SRC	62.88951438	-0.251599234	0.626676876	-0.401481599	0.688065583	0.999652389
SRCAP	267.2609758	-0.244743426	0.27606645	-0.886538099	0.375327633	0.999652389
SRCIN1	2.66375987	-0.737187895	1.41442029	-0.521194372	0.602231374	0.999652389
SRD5A1	37.96290098	0.300020313	0.453261426	0.661914506	0.508026015	0.999652389
SRD5A2	0.112771505	0.571191004	3.818225149	0.149595946	0.881083407	0.999652389
SRD5A3	11.58645416	0.408812556	0.54903814	0.744597737	0.456514937	0.999652389
SREBF1	32.03795241	-0.141259998	0.864660456	-0.163370485	0.87022674	0.999652389
SREBF2	211.3466617	0.013257882	0.401792681	0.032996822	0.973677122	0.999652389
SREK1	17.37875382	-0.103998069	0.62330131	-0.166850394	0.867487766	0.999652389
SREK1IP1	16.68648801	-0.006172267	0.360437692	-0.017124367	0.9863374	0.999652389
SRF	75.42545505	-0.507264884	0.403728937	-1.256449159	0.208953168	0.999652389
SRFBP1	19.45678186	0.050695895	0.426563146	0.118847339	0.905396304	0.999652389
SRGAP1	175.9312557	-0.141593369	0.352281727	-0.401932198	0.687733926	0.999652389
SRGAP2	99.88078246	-0.199823224	0.264853329	-0.754467481	0.450568565	0.999652389
SRGAP2B	76.29136661	-0.575840651	0.405189897	-1.42116241	0.15526955	0.999652389
SRGAP2C	56.10410669	-0.340007094	0.57959817	-0.586625548	0.55745522	0.999652389
SRGAP3	2.749018589	-0.462250495	1.872527614	-0.246859107	0.805017265	0.999652389
