Transcript stable ID version	Gene stable ID	Gene name
ENSMUST00000118060.7	ENSMUSG00000030173	Klra5
ENSMUST00000169901.6	ENSMUSG00000030173	Klra5
ENSMUST00000014683.12	ENSMUSG00000030173	Klra5
ENSMUST00000022023.12	ENSMUSG00000021541	Trpc7
ENSMUST00000109871.7	ENSMUSG00000021541	Trpc7
ENSMUST00000173513.8	ENSMUSG00000021541	Trpc7
ENSMUST00000174457.8	ENSMUSG00000021541	Trpc7
ENSMUST00000173817.8	ENSMUSG00000021541	Trpc7
ENSMUST00000020490.12	ENSMUSG00000020257	Wdr82
ENSMUST00000147615.1	ENSMUSG00000085079	Khdc1b
ENSMUST00000079125.7	ENSMUSG00000046229	Scand1
ENSMUST00000215606.1	ENSMUSG00000045792	Olfr578
ENSMUST00000056235.1	ENSMUSG00000045792	Olfr578
ENSMUST00000046191.8	ENSMUSG00000037722	Gnpnat1
ENSMUST00000227468.1	ENSMUSG00000037722	Gnpnat1
ENSMUST00000228451.1	ENSMUSG00000037722	Gnpnat1
ENSMUST00000226276.1	ENSMUSG00000037722	Gnpnat1
ENSMUST00000227865.1	ENSMUSG00000037722	Gnpnat1
ENSMUST00000226856.1	ENSMUSG00000037722	Gnpnat1
ENSMUST00000228304.1	ENSMUSG00000037722	Gnpnat1
ENSMUST00000228003.1	ENSMUSG00000037722	Gnpnat1
ENSMUST00000226590.1	ENSMUSG00000037722	Gnpnat1
ENSMUST00000233988.1	ENSMUSG00000059409	Ppp2r5d
ENSMUST00000002839.8	ENSMUSG00000059409	Ppp2r5d
ENSMUST00000013845.12	ENSMUSG00000013701	Timm23
ENSMUST00000170331.7	ENSMUSG00000013701	Timm23
ENSMUST00000226683.1	ENSMUSG00000013701	Timm23
ENSMUST00000034749.15	ENSMUSG00000032224	Fam81a
ENSMUST00000123206.7	ENSMUSG00000032224	Fam81a
ENSMUST00000141775.1	ENSMUSG00000032224	Fam81a
ENSMUST00000066207.3	ENSMUSG00000053863	Mepe
ENSMUST00000108920.8	ENSMUSG00000018899	Irf1
ENSMUST00000140866.7	ENSMUSG00000018899	Irf1
ENSMUST00000108922.7	ENSMUSG00000018899	Irf1
ENSMUST00000138913.7	ENSMUSG00000018899	Irf1
ENSMUST00000123376.7	ENSMUSG00000018899	Irf1
ENSMUST00000019043.12	ENSMUSG00000018899	Irf1
ENSMUST00000133291.2	ENSMUSG00000018899	Irf1
ENSMUST00000018556.10	ENSMUSG00000018412	Kansl1
ENSMUST00000106972.7	ENSMUSG00000018412	Kansl1
ENSMUST00000106971.1	ENSMUSG00000018412	Kansl1
ENSMUST00000134266.1	ENSMUSG00000018412	Kansl1
ENSMUST00000106977.7	ENSMUSG00000018412	Kansl1
ENSMUST00000109926.7	ENSMUSG00000079009	Gm14139
ENSMUST00000109929.2	ENSMUSG00000079009	Gm14139
ENSMUST00000027966.13	ENSMUSG00000026656	Fcgr2b
ENSMUST00000081103.11	ENSMUSG00000026656	Fcgr2b
ENSMUST00000159969.7	ENSMUSG00000026656	Fcgr2b
ENSMUST00000159688.1	ENSMUSG00000026656	Fcgr2b
ENSMUST00000021040.9	ENSMUSG00000020698	Cct6b
ENSMUST00000100722.4	ENSMUSG00000020698	Cct6b
ENSMUST00000034793.14	ENSMUSG00000032258	Lca5
ENSMUST00000034791.14	ENSMUSG00000032258	Lca5
ENSMUST00000186802.1	ENSMUSG00000032258	Lca5
ENSMUST00000188548.6	ENSMUSG00000032258	Lca5
ENSMUST00000102817.4	ENSMUSG00000047261	Gap43
ENSMUST00000074056.2	ENSMUSG00000061769	Klra6
ENSMUST00000073782.3	ENSMUSG00000060336	Zfp937
ENSMUST00000142864.7	ENSMUSG00000063450	Syne2
ENSMUST00000143031.7	ENSMUSG00000063450	Syne2
ENSMUST00000150317.7	ENSMUSG00000063450	Syne2
ENSMUST00000148324.1	ENSMUSG00000063450	Syne2
ENSMUST00000148825.1	ENSMUSG00000063450	Syne2
ENSMUST00000085280.11	ENSMUSG00000063450	Syne2
ENSMUST00000139204.7	ENSMUSG00000063450	Syne2
ENSMUST00000131480.7	ENSMUSG00000063450	Syne2
ENSMUST00000154509.7	ENSMUSG00000063450	Syne2
ENSMUST00000044217.15	ENSMUSG00000063450	Syne2
ENSMUST00000000304.13	ENSMUSG00000000295	Hddc2
ENSMUST00000042610.14	ENSMUSG00000073490	Ifi207
ENSMUST00000127730.1	ENSMUSG00000073490	Ifi207
ENSMUST00000109922.1	ENSMUSG00000079008	Gm14124
ENSMUST00000078521.6	ENSMUSG00000030345	Dyrk4
ENSMUST00000071841.6	ENSMUSG00000063576	Klhdc3
ENSMUST00000165007.8	ENSMUSG00000063576	Klhdc3
ENSMUST00000233733.1	ENSMUSG00000063576	Klhdc3
ENSMUST00000232776.1	ENSMUSG00000063576	Klhdc3
ENSMUST00000233524.1	ENSMUSG00000063576	Klhdc3
ENSMUST00000221240.1	ENSMUSG00000033854	Kcnk10
ENSMUST00000110113.2	ENSMUSG00000033854	Kcnk10
ENSMUST00000221305.1	ENSMUSG00000033854	Kcnk10
ENSMUST00000085797.5	ENSMUSG00000066652	Lefty2
ENSMUST00000236386.1	ENSMUSG00000079563	Pglyrp2
ENSMUST00000170392.8	ENSMUSG00000079563	Pglyrp2
ENSMUST00000237165.1	ENSMUSG00000079563	Pglyrp2
ENSMUST00000237130.1	ENSMUSG00000079563	Pglyrp2
ENSMUST00000235892.1	ENSMUSG00000079563	Pglyrp2
ENSMUST00000114455.2	ENSMUSG00000079563	Pglyrp2
ENSMUST00000112946.7	ENSMUSG00000059900	Tmem40
ENSMUST00000170625.7	ENSMUSG00000059900	Tmem40
ENSMUST00000166254.6	ENSMUSG00000059900	Tmem40
ENSMUST00000072933.12	ENSMUSG00000059900	Tmem40
ENSMUST00000200192.4	ENSMUSG00000029423	Piwil1
ENSMUST00000086056.7	ENSMUSG00000029423	Piwil1
ENSMUST00000195959.1	ENSMUSG00000029423	Piwil1
ENSMUST00000111214.3	ENSMUSG00000073489	Ifi204
ENSMUST00000106629.7	ENSMUSG00000028558	Calr4
ENSMUST00000106631.8	ENSMUSG00000028558	Calr4
ENSMUST00000106628.7	ENSMUSG00000028558	Calr4
ENSMUST00000030285.7	ENSMUSG00000028558	Calr4
ENSMUST00000064709.12	ENSMUSG00000052712	BC004004
ENSMUST00000234711.1	ENSMUSG00000052712	BC004004
ENSMUST00000234845.1	ENSMUSG00000052712	BC004004
ENSMUST00000235038.1	ENSMUSG00000052712	BC004004
ENSMUST00000235050.1	ENSMUSG00000052712	BC004004
ENSMUST00000120346.8	ENSMUSG00000052712	BC004004
ENSMUST00000234377.1	ENSMUSG00000052712	BC004004
ENSMUST00000235074.1	ENSMUSG00000052712	BC004004
ENSMUST00000235040.1	ENSMUSG00000052712	BC004004
ENSMUST00000234256.1	ENSMUSG00000052712	BC004004
ENSMUST00000234459.1	ENSMUSG00000052712	BC004004
ENSMUST00000234773.1	ENSMUSG00000052712	BC004004
ENSMUST00000235023.1	ENSMUSG00000052712	BC004004
ENSMUST00000149405.3	ENSMUSG00000052712	BC004004
ENSMUST00000234326.1	ENSMUSG00000052712	BC004004
ENSMUST00000235117.1	ENSMUSG00000052712	BC004004
ENSMUST00000234234.1	ENSMUSG00000052712	BC004004
ENSMUST00000234714.1	ENSMUSG00000052712	BC004004
ENSMUST00000049789.2	ENSMUSG00000071203	Naip5
ENSMUST00000115205.8	ENSMUSG00000022770	Dlg1
ENSMUST00000115201.7	ENSMUSG00000022770	Dlg1
ENSMUST00000064477.13	ENSMUSG00000022770	Dlg1
ENSMUST00000023454.11	ENSMUSG00000022770	Dlg1
ENSMUST00000115196.7	ENSMUSG00000022770	Dlg1
ENSMUST00000131136.1	ENSMUSG00000022770	Dlg1
ENSMUST00000100001.9	ENSMUSG00000022770	Dlg1
ENSMUST00000030436.11	ENSMUSG00000028675	Pnrc2
ENSMUST00000142585.1	ENSMUSG00000028675	Pnrc2
ENSMUST00000180300.1	ENSMUSG00000028675	Pnrc2
ENSMUST00000051153.5	ENSMUSG00000063364	3300002I08Rik
ENSMUST00000038194.4	ENSMUSG00000022360	Atad2
ENSMUST00000228783.1	ENSMUSG00000022360	Atad2
ENSMUST00000238230.1	ENSMUSG00000095315	Gm10130
ENSMUST00000133235.2	ENSMUSG00000095315	Gm10130
ENSMUST00000017365.14	ENSMUSG00000017221	Psmd3
ENSMUST00000123676.1	ENSMUSG00000017221	Psmd3
ENSMUST00000109916.7	ENSMUSG00000068130	Zfp442
ENSMUST00000185796.1	ENSMUSG00000068130	Zfp442
ENSMUST00000145910.8	ENSMUSG00000024077	Strn
ENSMUST00000024881.13	ENSMUSG00000024077	Strn
ENSMUST00000145480.1	ENSMUSG00000024077	Strn
ENSMUST00000037551.14	ENSMUSG00000033819	Ppp1r16a
ENSMUST00000135388.2	ENSMUSG00000033819	Ppp1r16a
ENSMUST00000027802.8	ENSMUSG00000026520	Pycr2
ENSMUST00000097843.8	ENSMUSG00000062585	Cnr2
ENSMUST00000068830.3	ENSMUSG00000062585	Cnr2
ENSMUST00000000514.10	ENSMUSG00000026315	Serpinb8
ENSMUST00000112706.3	ENSMUSG00000026315	Serpinb8
ENSMUST00000123086.1	ENSMUSG00000026315	Serpinb8
ENSMUST00000114943.10	ENSMUSG00000060534	Dcc
ENSMUST00000073379.5	ENSMUSG00000060534	Dcc
ENSMUST00000143971.1	ENSMUSG00000050608	Micos10
ENSMUST00000233032.1	ENSMUSG00000002768	Mea1
ENSMUST00000232732.1	ENSMUSG00000002768	Mea1
ENSMUST00000233644.1	ENSMUSG00000002768	Mea1
ENSMUST00000232762.1	ENSMUSG00000002768	Mea1
ENSMUST00000233430.1	ENSMUSG00000002768	Mea1
ENSMUST00000233491.1	ENSMUSG00000002768	Mea1
ENSMUST00000002845.7	ENSMUSG00000002768	Mea1
ENSMUST00000233612.1	ENSMUSG00000002768	Mea1
ENSMUST00000233385.1	ENSMUSG00000002768	Mea1
ENSMUST00000032433.8	ENSMUSG00000030292	Smco2
ENSMUST00000079590.6	ENSMUSG00000025401	Myo1a
ENSMUST00000094657.9	ENSMUSG00000054405	Dnajc8
ENSMUST00000105940.9	ENSMUSG00000054405	Dnajc8
ENSMUST00000105939.9	ENSMUSG00000054405	Dnajc8
ENSMUST00000150207.7	ENSMUSG00000054405	Dnajc8
ENSMUST00000156385.1	ENSMUSG00000054405	Dnajc8
ENSMUST00000110783.7	ENSMUSG00000027298	Tyro3
ENSMUST00000028763.9	ENSMUSG00000027298	Tyro3
ENSMUST00000087557.11	ENSMUSG00000067377	Tspan6
ENSMUST00000176718.7	ENSMUSG00000067377	Tspan6
ENSMUST00000176641.1	ENSMUSG00000067377	Tspan6
ENSMUST00000113734.8	ENSMUSG00000046962	Zbtb21
ENSMUST00000063605.14	ENSMUSG00000046962	Zbtb21
ENSMUST00000052089.8	ENSMUSG00000046962	Zbtb21
ENSMUST00000232187.1	ENSMUSG00000046962	Zbtb21
ENSMUST00000231263.1	ENSMUSG00000046962	Zbtb21
ENSMUST00000231560.1	ENSMUSG00000046962	Zbtb21
ENSMUST00000070117.7	ENSMUSG00000056167	Cnot10
ENSMUST00000216785.1	ENSMUSG00000056167	Cnot10
ENSMUST00000238809.1	ENSMUSG00000056167	Cnot10
ENSMUST00000093362.11	ENSMUSG00000049680	Urgcp
ENSMUST00000120306.7	ENSMUSG00000049680	Urgcp
ENSMUST00000118076.7	ENSMUSG00000049680	Urgcp
ENSMUST00000140922.1	ENSMUSG00000049680	Urgcp
ENSMUST00000170116.7	ENSMUSG00000049680	Urgcp
ENSMUST00000053427.10	ENSMUSG00000049680	Urgcp
ENSMUST00000116527.1	ENSMUSG00000047844	Bex4
ENSMUST00000037286.9	ENSMUSG00000036907	C1ql2
ENSMUST00000066237.9	ENSMUSG00000020182	Ddc
ENSMUST00000155690.1	ENSMUSG00000020182	Ddc
ENSMUST00000109659.8	ENSMUSG00000020182	Ddc
ENSMUST00000178704.7	ENSMUSG00000020182	Ddc
ENSMUST00000063824.13	ENSMUSG00000052142	Rasal3
ENSMUST00000135618.7	ENSMUSG00000052142	Rasal3
ENSMUST00000137458.1	ENSMUSG00000052142	Rasal3
ENSMUST00000042972.6	ENSMUSG00000038195	Rilp
ENSMUST00000117160.1	ENSMUSG00000031841	Cdh13
ENSMUST00000092143.11	ENSMUSG00000051236	Msrb3
ENSMUST00000130950.1	ENSMUSG00000051236	Msrb3
ENSMUST00000205228.2	ENSMUSG00000063415	Cyp26b1
ENSMUST00000204146.2	ENSMUSG00000063415	Cyp26b1
ENSMUST00000077705.5	ENSMUSG00000063415	Cyp26b1
ENSMUST00000168003.8	ENSMUSG00000063415	Cyp26b1
ENSMUST00000204109.1	ENSMUSG00000063415	Cyp26b1
ENSMUST00000013559.2	ENSMUSG00000013415	Igf2bp1
ENSMUST00000034594.15	ENSMUSG00000032089	Il10ra
ENSMUST00000176222.1	ENSMUSG00000032089	Il10ra
ENSMUST00000205686.1	ENSMUSG00000034063	4930590J08Rik
ENSMUST00000205569.1	ENSMUSG00000034063	4930590J08Rik
ENSMUST00000059318.7	ENSMUSG00000034063	4930590J08Rik
ENSMUST00000170757.2	ENSMUSG00000045975	C2cd2
ENSMUST00000231575.1	ENSMUSG00000045975	C2cd2
ENSMUST00000231903.1	ENSMUSG00000045975	C2cd2
ENSMUST00000232165.1	ENSMUSG00000045975	C2cd2
ENSMUST00000130865.1	ENSMUSG00000019810	Fuca2
ENSMUST00000120549.1	ENSMUSG00000019810	Fuca2
ENSMUST00000060212.12	ENSMUSG00000019810	Fuca2
ENSMUST00000121465.2	ENSMUSG00000019810	Fuca2
ENSMUST00000097281.3	ENSMUSG00000039414	Heatr5b
ENSMUST00000233850.1	ENSMUSG00000039414	Heatr5b
ENSMUST00000064725.10	ENSMUSG00000026715	Serpinc1
ENSMUST00000191936.1	ENSMUSG00000026715	Serpinc1
ENSMUST00000195760.1	ENSMUSG00000026715	Serpinc1
ENSMUST00000194592.1	ENSMUSG00000026715	Serpinc1
ENSMUST00000035689.7	ENSMUSG00000039851	4932438H23Rik
ENSMUST00000114076.1	ENSMUSG00000039851	4932438H23Rik
ENSMUST00000146047.1	ENSMUSG00000039851	4932438H23Rik
ENSMUST00000111606.7	ENSMUSG00000025081	Tdrd1
ENSMUST00000078723.10	ENSMUSG00000025081	Tdrd1
ENSMUST00000121249.7	ENSMUSG00000025081	Tdrd1
ENSMUST00000111604.1	ENSMUSG00000025081	Tdrd1
ENSMUST00000154169.3	ENSMUSG00000047881	Rell1
ENSMUST00000238233.1	ENSMUSG00000038453	Srcin1
ENSMUST00000107596.8	ENSMUSG00000038453	Srcin1
ENSMUST00000238314.1	ENSMUSG00000038453	Srcin1
ENSMUST00000107593.7	ENSMUSG00000038453	Srcin1
ENSMUST00000107590.8	ENSMUSG00000038453	Srcin1
ENSMUST00000238597.1	ENSMUSG00000038453	Srcin1
ENSMUST00000238342.1	ENSMUSG00000038453	Srcin1
ENSMUST00000126287.1	ENSMUSG00000038453	Srcin1
ENSMUST00000207653.1	ENSMUSG00000038453	Srcin1
ENSMUST00000107302.7	ENSMUSG00000017801	Mlx
ENSMUST00000107303.9	ENSMUSG00000017801	Mlx
ENSMUST00000017945.14	ENSMUSG00000017801	Mlx
ENSMUST00000149597.1	ENSMUSG00000017801	Mlx
ENSMUST00000044231.11	ENSMUSG00000061947	Serpina10
ENSMUST00000121625.1	ENSMUSG00000061947	Serpina10
ENSMUST00000090569.9	ENSMUSG00000068749	Psma5
ENSMUST00000039178.11	ENSMUSG00000026725	Tnn
ENSMUST00000131919.1	ENSMUSG00000026725	Tnn
ENSMUST00000070478.3	ENSMUSG00000025743	Sdc3
ENSMUST00000152591.7	ENSMUSG00000025743	Sdc3
ENSMUST00000141297.7	ENSMUSG00000025743	Sdc3
ENSMUST00000046373.7	ENSMUSG00000040797	Iqsec3
ENSMUST00000151397.2	ENSMUSG00000040797	Iqsec3
ENSMUST00000005069.7	ENSMUSG00000004939	Nmrk2
ENSMUST00000047408.5	ENSMUSG00000034958	Atcay
ENSMUST00000056614.6	ENSMUSG00000050232	Cxcr3
ENSMUST00000156873.7	ENSMUSG00000064246	Chil1
ENSMUST00000153856.7	ENSMUSG00000064246	Chil1
ENSMUST00000133701.7	ENSMUSG00000064246	Chil1
ENSMUST00000132873.7	ENSMUSG00000064246	Chil1
ENSMUST00000082060.9	ENSMUSG00000064246	Chil1
ENSMUST00000173128.1	ENSMUSG00000092277	Gm19684
ENSMUST00000060101.9	ENSMUSG00000051579	Tceal8
ENSMUST00000146583.1	ENSMUSG00000051579	Tceal8
ENSMUST00000136533.1	ENSMUSG00000051579	Tceal8
ENSMUST00000163584.7	ENSMUSG00000051579	Tceal8
ENSMUST00000178858.2	ENSMUSG00000079471	Mymx
ENSMUST00000169137.2	ENSMUSG00000079471	Mymx
ENSMUST00000113529.3	ENSMUSG00000079471	Mymx
ENSMUST00000208801.1	ENSMUSG00000079471	Mymx
ENSMUST00000173322.7	ENSMUSG00000092243	Gm7030
ENSMUST00000172968.1	ENSMUSG00000092243	Gm7030
ENSMUST00000046131.15	ENSMUSG00000092243	Gm7030
ENSMUST00000154330.1	ENSMUSG00000020477	Mrps24
ENSMUST00000038886.2	ENSMUSG00000038067	Csf3
ENSMUST00000106151.7	ENSMUSG00000036825	Ssx2ip
ENSMUST00000106153.8	ENSMUSG00000036825	Ssx2ip
ENSMUST00000039021.10	ENSMUSG00000036825	Ssx2ip
ENSMUST00000106149.7	ENSMUSG00000036825	Ssx2ip
ENSMUST00000149262.7	ENSMUSG00000036825	Ssx2ip
ENSMUST00000129978.1	ENSMUSG00000036825	Ssx2ip
ENSMUST00000112584.7	ENSMUSG00000025332	Kdm5c
ENSMUST00000112588.8	ENSMUSG00000025332	Kdm5c
ENSMUST00000082177.12	ENSMUSG00000025332	Kdm5c
ENSMUST00000156114.1	ENSMUSG00000025332	Kdm5c
ENSMUST00000155793.1	ENSMUSG00000025332	Kdm5c
ENSMUST00000147742.8	ENSMUSG00000045010	Gm4779
ENSMUST00000056225.7	ENSMUSG00000045010	Gm4779
ENSMUST00000029178.6	ENSMUSG00000027649	Ctnnbl1
ENSMUST00000162226.8	ENSMUSG00000043467	Zbtb37
ENSMUST00000159250.8	ENSMUSG00000043467	Zbtb37
ENSMUST00000171748.2	ENSMUSG00000043467	Zbtb37
ENSMUST00000177003.1	ENSMUSG00000043467	Zbtb37
ENSMUST00000172044.7	ENSMUSG00000043467	Zbtb37
ENSMUST00000055436.4	ENSMUSG00000043155	Hpdl
ENSMUST00000130498.1	ENSMUSG00000047721	Bola2
ENSMUST00000106369.1	ENSMUSG00000047721	Bola2
ENSMUST00000078825.4	ENSMUSG00000059089	Fcgr4
ENSMUST00000063989.6	ENSMUSG00000050945	Zfp438
ENSMUST00000234241.1	ENSMUSG00000050945	Zfp438
ENSMUST00000074807.7	ENSMUSG00000020105	Lrig3
ENSMUST00000080771.9	ENSMUSG00000019826	Zbtb24
ENSMUST00000213797.1	ENSMUSG00000019826	Zbtb24
ENSMUST00000216656.1	ENSMUSG00000019826	Zbtb24
ENSMUST00000189068.6	ENSMUSG00000075602	Ly6a
ENSMUST00000187994.6	ENSMUSG00000075602	Ly6a
ENSMUST00000186526.6	ENSMUSG00000075602	Ly6a
ENSMUST00000187171.1	ENSMUSG00000075602	Ly6a
ENSMUST00000190188.1	ENSMUSG00000075602	Ly6a
ENSMUST00000023248.12	ENSMUSG00000075602	Ly6a
ENSMUST00000151231.9	ENSMUSG00000046774	8030474K03Rik
ENSMUST00000066819.10	ENSMUSG00000054034	Tceal5
ENSMUST00000151592.7	ENSMUSG00000054034	Tceal5
ENSMUST00000131510.1	ENSMUSG00000054034	Tceal5
ENSMUST00000117706.7	ENSMUSG00000079487	Med12
ENSMUST00000117203.7	ENSMUSG00000079487	Med12
ENSMUST00000087948.10	ENSMUSG00000079487	Med12
ENSMUST00000087956.5	ENSMUSG00000079487	Med12
ENSMUST00000109267.8	ENSMUSG00000021754	Map3k1
ENSMUST00000145055.1	ENSMUSG00000021754	Map3k1
ENSMUST00000106364.7	ENSMUSG00000030707	Coro1a
ENSMUST00000032949.13	ENSMUSG00000030707	Coro1a
ENSMUST00000173108.7	ENSMUSG00000030707	Coro1a
ENSMUST00000205515.1	ENSMUSG00000030707	Coro1a
ENSMUST00000131415.7	ENSMUSG00000030707	Coro1a
ENSMUST00000135087.7	ENSMUSG00000030707	Coro1a
ENSMUST00000173116.1	ENSMUSG00000030707	Coro1a
ENSMUST00000120397.7	ENSMUSG00000028167	Bdh2
ENSMUST00000029817.10	ENSMUSG00000028167	Bdh2
ENSMUST00000027639.7	ENSMUSG00000026390	Marco
ENSMUST00000186432.2	ENSMUSG00000026390	Marco
ENSMUST00000021217.10	ENSMUSG00000020857	Nme2
ENSMUST00000072566.4	ENSMUSG00000020857	Nme2
ENSMUST00000062153.11	ENSMUSG00000029392	Rilpl1
ENSMUST00000199766.4	ENSMUSG00000029392	Rilpl1
ENSMUST00000199125.1	ENSMUSG00000029392	Rilpl1
ENSMUST00000058125.8	ENSMUSG00000050071	Bex1
ENSMUST00000113120.1	ENSMUSG00000050071	Bex1
ENSMUST00000113118.1	ENSMUSG00000050071	Bex1
ENSMUST00000239206.1	ENSMUSG00000118638	AL805980.1
ENSMUST00000093923.8	ENSMUSG00000020687	Cdc27
ENSMUST00000106962.8	ENSMUSG00000020687	Cdc27
ENSMUST00000106961.1	ENSMUSG00000020687	Cdc27
ENSMUST00000040217.5	ENSMUSG00000036244	Tbc1d21
ENSMUST00000211036.2	ENSMUSG00000073961	Olfr582
ENSMUST00000210119.2	ENSMUSG00000073961	Olfr582
ENSMUST00000214021.2	ENSMUSG00000073961	Olfr582
ENSMUST00000098212.1	ENSMUSG00000073961	Olfr582
ENSMUST00000051377.14	ENSMUSG00000043671	Dpy19l3
ENSMUST00000199089.4	ENSMUSG00000006360	Crip1
ENSMUST00000200553.1	ENSMUSG00000006360	Crip1
ENSMUST00000006523.11	ENSMUSG00000006360	Crip1
ENSMUST00000126811.7	ENSMUSG00000079428	Tceal7
ENSMUST00000113116.2	ENSMUSG00000079428	Tceal7
ENSMUST00000044159.6	ENSMUSG00000060807	Serpina6
ENSMUST00000152517.1	ENSMUSG00000060807	Serpina6
ENSMUST00000186442.6	ENSMUSG00000090272	Mndal
ENSMUST00000188804.6	ENSMUSG00000090272	Mndal
ENSMUST00000190651.3	ENSMUSG00000090272	Mndal
ENSMUST00000030434.4	ENSMUSG00000028673	Fuca1
ENSMUST00000028769.13	ENSMUSG00000027303	Ptpra
ENSMUST00000230981.1	ENSMUSG00000027303	Ptpra
ENSMUST00000077303.3	ENSMUSG00000027303	Ptpra
ENSMUST00000009354.9	ENSMUSG00000009210	Prr29
ENSMUST00000106816.7	ENSMUSG00000009210	Prr29
ENSMUST00000188561.6	ENSMUSG00000009210	Prr29
ENSMUST00000190795.6	ENSMUSG00000009210	Prr29
ENSMUST00000185986.6	ENSMUSG00000009210	Prr29
ENSMUST00000190268.1	ENSMUSG00000009210	Prr29
ENSMUST00000070875.7	ENSMUSG00000047034	Ankrd33
ENSMUST00000231158.1	ENSMUSG00000047034	Ankrd33
ENSMUST00000229842.1	ENSMUSG00000047034	Ankrd33
ENSMUST00000229954.1	ENSMUSG00000047034	Ankrd33
ENSMUST00000020986.14	ENSMUSG00000020657	Dnajc27
ENSMUST00000049584.5	ENSMUSG00000020657	Dnajc27
ENSMUST00000135884.7	ENSMUSG00000037601	Nme1
ENSMUST00000021220.9	ENSMUSG00000037601	Nme1
ENSMUST00000107844.2	ENSMUSG00000037601	Nme1
ENSMUST00000081932.12	ENSMUSG00000026643	Nmt2
ENSMUST00000091504.4	ENSMUSG00000026643	Nmt2
ENSMUST00000102989.9	ENSMUSG00000026643	Nmt2
ENSMUST00000217667.1	ENSMUSG00000001785	Pwp1
ENSMUST00000001836.10	ENSMUSG00000001785	Pwp1
ENSMUST00000111231.9	ENSMUSG00000027165	B230118H07Rik
ENSMUST00000136601.8	ENSMUSG00000027165	B230118H07Rik
ENSMUST00000090513.10	ENSMUSG00000027165	B230118H07Rik
ENSMUST00000160722.7	ENSMUSG00000027165	B230118H07Rik
ENSMUST00000160037.7	ENSMUSG00000027165	B230118H07Rik
ENSMUST00000177152.1	ENSMUSG00000027165	B230118H07Rik
ENSMUST00000099682.8	ENSMUSG00000027165	B230118H07Rik
ENSMUST00000128898.2	ENSMUSG00000027165	B230118H07Rik
ENSMUST00000035608.9	ENSMUSG00000039830	Olig2
ENSMUST00000034300.7	ENSMUSG00000031839	Hsbp1
ENSMUST00000212468.1	ENSMUSG00000031839	Hsbp1
ENSMUST00000043011.8	ENSMUSG00000038233	Gask1a
ENSMUST00000214536.2	ENSMUSG00000038233	Gask1a
ENSMUST00000215990.2	ENSMUSG00000038233	Gask1a
ENSMUST00000213773.1	ENSMUSG00000038233	Gask1a
ENSMUST00000020779.10	ENSMUSG00000009350	Mpo
ENSMUST00000143021.8	ENSMUSG00000009350	Mpo
ENSMUST00000121303.7	ENSMUSG00000009350	Mpo
ENSMUST00000146650.1	ENSMUSG00000009350	Mpo
ENSMUST00000098211.1	ENSMUSG00000073960	Olfr583
ENSMUST00000110177.8	ENSMUSG00000021032	Ngb
ENSMUST00000021420.13	ENSMUSG00000021032	Ngb
ENSMUST00000110176.1	ENSMUSG00000021032	Ngb
ENSMUST00000170303.1	ENSMUSG00000091228	Gm20390
ENSMUST00000146510.7	ENSMUSG00000029346	Srrd
ENSMUST00000031289.6	ENSMUSG00000029346	Srrd
ENSMUST00000056677.7	ENSMUSG00000046010	Zfp830
ENSMUST00000009340.9	ENSMUSG00000026536	Ifi211
ENSMUST00000119096.1	ENSMUSG00000079852	Klra4
ENSMUST00000214215.1	ENSMUSG00000073959	Olfr584
ENSMUST00000098210.4	ENSMUSG00000073959	Olfr584
ENSMUST00000056882.6	ENSMUSG00000046160	Olig1
ENSMUST00000073617.4	ENSMUSG00000020213	Glipr1l1
ENSMUST00000049874.13	ENSMUSG00000050103	Agmo
ENSMUST00000160768.7	ENSMUSG00000050103	Agmo
ENSMUST00000160390.1	ENSMUSG00000050103	Agmo
ENSMUST00000216259.1	ENSMUSG00000051003	Olfr161
ENSMUST00000061541.1	ENSMUSG00000051003	Olfr161
ENSMUST00000104881.4	ENSMUSG00000078080	Olfr585
ENSMUST00000209382.2	ENSMUSG00000068167	Csnka2ip
ENSMUST00000089279.4	ENSMUSG00000068167	Csnka2ip
ENSMUST00000118816.5	ENSMUSG00000035505	Cox18
ENSMUST00000048363.9	ENSMUSG00000035505	Cox18
ENSMUST00000109523.1	ENSMUSG00000037843	Vstm2l
ENSMUST00000135680.7	ENSMUSG00000058267	Mrps14
ENSMUST00000097193.2	ENSMUSG00000058267	Mrps14
ENSMUST00000089469.6	ENSMUSG00000068252	Apol7b
ENSMUST00000229434.1	ENSMUSG00000068252	Apol7b
ENSMUST00000213281.1	ENSMUSG00000066268	Olfr586
ENSMUST00000215304.1	ENSMUSG00000066268	Olfr586
ENSMUST00000211075.2	ENSMUSG00000066268	Olfr586
ENSMUST00000084811.2	ENSMUSG00000066268	Olfr586
ENSMUST00000015596.9	ENSMUSG00000015452	Ager
ENSMUST00000174496.8	ENSMUSG00000015452	Ager
ENSMUST00000173992.7	ENSMUSG00000015452	Ager
ENSMUST00000135636.5	ENSMUSG00000068747	Sort1
ENSMUST00000102632.6	ENSMUSG00000068747	Sort1
ENSMUST00000209829.1	ENSMUSG00000040867	Begain
ENSMUST00000190647.2	ENSMUSG00000040867	Begain
ENSMUST00000239108.1	ENSMUSG00000040867	Begain
ENSMUST00000238841.1	ENSMUSG00000040867	Begain
ENSMUST00000185745.1	ENSMUSG00000040867	Begain
